Designation,Experience,Salary,No. of Publications,No. of Chapters,Amount of consultancy work,Fund Received,Professional Membership
3,40,465866,26,1213,2269733,3637213,14
3,30,480420,30,450,1062530,2168280,11
1,6,407922,60,486,646608,645768,1
3,35,257646,105,781,1010613,5635221,15
2,16,334800,16,400,596240,5116880,14
2,10,209015,10,165,548650,4248605,9
3,28,684208,18,429,1503544,8649825,13
3,34,747059,113,385,2061114,6680376,1
3,28,533904,9,476,1095481,4160016,8
3,28,340666,74,177,1563072,5036322,14
1,4,256768,24,264,712116,249660,1
2,10,106520,5,100,284390,796085,12
2,10,291620,30,360,618310,1466905,3
1,5,268930,20,490,832370,1619580,8
2,13,485582,32,650,825948,894478,14
1,1,27100,3,17,113759,734849,9
3,34,320246,113,884,1181284,5400322,12
2,15,331057,30,60,745117,6425722,4
2,13,380432,32,585,551629,2091069,12
2,21,700518,105,598,1600441,3818388,11
2,12,240228,48,264,781350,4891194,9
3,31,350217,31,382,1885554,1557016,2
1,5,189625,50,350,786175,4898290,3
2,13,421811,6,468,922434,6374179,3
2,13,359242,58,637,327158,1404364,12
2,14,407729,28,385,1312353,4270126,14
3,31,572735,51,775,936189,7046382,10
2,13,422103,52,253,852215,6108342,3
2,18,275022,81,387,806814,7362603,1
2,12,417636,18,546,1097808,5706888,15
1,3,60717,21,18,552747,2157612,7
2,23,450685,46,80,1059426,4226687,8
1,1,65807,3,90,89123,792637,10
1,2,110460,12,164,220158,1215412,8
1,6,244002,24,402,978816,1594056,2
2,15,497557,22,375,443167,4514295,10
3,30,218320,90,930,1131100,2217350,15
2,24,716124,96,300,1512492,5815008,4
2,21,239536,84,210,1315597,4272576,10
2,19,689424,9,522,1000065,3692564,12
2,17,252110,76,841,658469,3584518,3
1,5,190515,35,250,407190,2718510,4
1,5,163720,45,50,528280,610305,3
2,8,144044,20,328,342288,1135132,6
1,2,143080,10,100,320106,1796716,5
2,20,596170,80,160,1699620,1027720,1
2,12,407424,36,372,457218,4108386,12
2,20,650810,40,850,1501810,2010970,11
1,6,305022,48,270,931620,3412074,2
1,3,204339,24,60,224295,1991340,10
2,15,401865,37,135,1311210,1861147,8
2,9,281556,36,252,779958,1599340,9
1,4,148016,24,252,287056,1894956,8
1,4,222252,4,16,222304,2180704,13
3,30,424990,20,580,830080,1402120,11
3,33,256751,33,319,2024385,6197477,15
2,16,305584,8,72,1469432,3850248,1
3,38,493430,76,1228,1288529,7673289,10
3,31,367463,82,558,1498095,5154349,8
3,30,261720,90,190,1846470,1403570,7
3,32,651285,32,32,697621,4138005,9
3,34,630756,11,986,1992060,7139297,2
2,14,441770,14,553,800177,3040387,10
3,33,299497,11,319,1209197,6374467,11
2,18,381528,36,450,1527066,1294983,11
2,13,387933,39,624,964431,4785053,2
1,1,53058,8,12,152569,540156,8
3,25,298633,58,75,892625,6589425,7
2,20,470310,90,470,1031750,2760840,1
2,14,517083,14,315,737751,4609605,15
3,30,426900,60,560,799180,9675220,1
3,29,395347,87,841,1469372,2826920,2
3,39,729885,52,806,1953796,11813867,6
1,5,278420,10,485,330005,2678860,14
2,8,144756,16,140,739380,938136,5
3,25,447850,16,375,1428283,1699125,7
2,23,502044,80,195,942712,3434095,12
2,14,170632,49,623,721000,6161281,4
2,20,648800,90,190,1722170,1174850,5
2,23,617941,23,770,1289621,9572784,1
3,32,301802,64,224,1637493,2620810,3
3,38,330106,50,164,1915276,865944,14
3,39,734227,104,429,2591004,9307857,13
3,25,180441,33,741,1592458,1157583,1
2,22,733458,22,22,1250425,10975195,6
1,5,124770,15,255,378940,4282825,6
3,39,452361,78,884,2593084,8383245,3
3,40,333893,133,773,1985786,1534786,10
1,6,271158,42,174,508542,3098520,9
1,3,157224,9,201,437046,1182414,9
2,15,437100,22,277,652357,2540760,7
2,17,631796,42,459,518993,3999904,10
1,2,112330,14,102,357584,698356,14
2,17,367633,76,51,1584111,2128459,10
1,5,315660,5,115,578380,2538300,11
1,2,98750,16,16,159060,746326,3
2,16,560136,72,728,1092024,3020464,13
2,7,124582,35,315,206745,1316371,11
2,14,415779,14,119,520751,3908247,8
3,27,486342,54,126,578520,2434950,4
3,29,237065,38,328,1789764,2828389,9
3,26,637104,43,806,1705080,8002176,6
2,24,820344,24,276,1930272,1034088,15
2,17,580720,76,399,866881,1676098,13
2,22,751102,66,154,2154768,5041894,14
2,17,599479,34,510,1330020,1032622,15
2,9,106164,22,58,684594,3789562,9
2,20,438510,70,870,1769120,6968750,2
2,24,371424,24,1092,1721196,8858028,5
2,11,407715,49,11,758659,853149,5
2,14,186298,70,91,835891,5126303,3
3,35,311768,58,781,1742906,6719416,1
2,19,662663,9,313,780339,3690645,2
3,28,337670,18,448,493108,835062,6
1,2,81720,8,122,222254,1641082,3
2,9,93118,40,76,364590,1670566,10
1,4,206824,20,292,286472,3444436,9
1,1,33028,1,77,174320,412177,11
1,5,264645,10,465,485275,2251240,3
2,14,267988,21,658,532357,3992905,2
3,40,800786,66,680,2648920,8027853,1
2,7,105539,28,259,334540,512694,5
3,31,508813,20,868,1283741,8384342,5
3,38,520220,63,633,2020903,4291682,8
2,22,713097,66,825,972092,2317227,2
3,37,921916,24,345,1793747,6477318,2
3,37,504248,86,296,1913911,10083437,7
1,3,100290,12,168,191967,395781,11
2,15,278670,45,120,709185,1967325,14
2,20,247440,90,230,737840,3843770,6
3,28,529685,9,504,1123518,4251305,15
2,12,192672,36,264,505746,1649424,13
3,37,313760,86,160,742096,6648813,5
1,5,133685,50,350,697190,3564395,6
3,25,308675,33,341,889816,1244358,8
2,9,319981,36,27,233905,1041565,7
2,24,567336,108,1176,2153340,7777596,8
2,14,196833,14,595,1074185,5174918,3
2,20,722120,90,580,1298820,4268720,5
2,8,190648,4,52,695332,3402588,7
1,6,164502,60,426,618888,4485132,15
2,21,398391,94,283,1606185,1839379,15
3,40,833906,106,1280,2008360,5192120,5
3,38,664430,114,1266,2244900,9383340,9
1,2,79090,20,144,292014,1678716,15
3,30,348870,90,140,1054700,9977250,6
1,4,189668,36,308,609340,1626252,2
3,38,820141,12,1051,1956176,6781049,15
3,30,727940,20,90,1205840,4400740,10
2,24,833736,36,360,1473240,7523220,8
3,30,731040,80,200,1524220,4290760,7
3,28,492632,74,784,1062656,1137770,7
1,3,98385,30,177,157248,1352010,4
1,4,274424,4,108,686940,740612,9
2,10,271480,50,270,567825,1316075,3
1,6,372762,24,510,971670,4678026,7
3,40,580146,66,413,1427066,2326626,5
1,6,317280,24,228,539796,3772572,5
3,36,629316,96,1092,753144,10616640,12
2,19,248605,76,247,1295116,1132599,2
3,28,267493,56,905,1021561,7725694,3
3,26,503793,8,34,1168994,6130470,11
3,31,346549,82,961,1251273,4923399,13
1,1,71248,3,39,116279,157513,1
2,22,308924,77,396,656425,7061505,1
1,2,104042,6,126,302568,1283114,13
3,29,370803,19,899,1561350,8550930,5
3,32,414581,106,704,1297706,5171925,14
3,26,300681,34,78,1259050,5494025,15
1,2,56784,2,2,120014,1185872,10
3,37,783031,61,1011,697018,11652817,12
2,15,554077,7,120,390945,5315805,4
2,21,249301,42,630,1122975,7530789,7
3,40,938026,80,453,2368066,7138693,15
2,9,308749,45,441,488092,4209462,1
1,4,86116,24,296,378248,1567280,8
3,27,472212,81,225,1489428,3500226,6
3,31,317212,20,992,912826,6538251,1
3,35,284036,93,700,2032695,8376480,1
1,3,141711,3,54,561273,2390322,5
2,9,158346,9,441,717426,3673944,3
2,17,448800,34,51,1650810,2560897,14
2,19,227971,9,646,567748,5484758,13
3,29,337231,96,908,672558,8252278,7
2,10,318945,35,105,615175,2664860,9
2,9,179307,13,144,572607,580738,5
2,23,529287,80,506,1062588,1099595,9
3,25,194725,58,675,764083,3049041,3
3,31,557586,20,971,2030386,5732561,10
2,17,281367,34,331,917787,4726748,1
3,25,380375,75,725,769491,7555875,10
3,40,344333,40,1280,2261626,4586080,15
2,7,198191,24,70,311762,2963198,10
2,16,557120,24,296,508440,3255272,15
2,19,704824,66,722,967280,3621476,6
2,19,588116,47,598,820173,3418442,11
2,12,171852,42,444,397698,1426338,1
3,34,569409,102,79,576946,1511050,9
3,28,659176,56,718,757540,7850780,15
2,24,358848,84,1032,1611120,5067696,10
1,1,40854,2,76,138488,236965,1
3,33,737935,33,264,2099405,8729204,15
2,23,524377,69,897,700741,6186448,4
2,15,427590,67,712,603765,1115430,12
1,4,163544,24,124,454932,1605328,1
2,7,207130,35,157,569107,2729303,4
2,7,98486,28,259,298028,2317532,10
2,18,376515,63,666,917811,7079184,1
2,9,148356,36,355,861547,1871338,11
2,15,253770,7,637,1241692,3192285,2
3,32,554496,64,309,1728629,2790229,14
1,6,249030,36,330,458340,2595996,3
3,26,327738,86,104,788389,1486948,2
3,32,267168,64,149,1134560,8380224,4
3,25,441150,33,58,1243125,5295366,15
3,34,491130,113,181,1119620,3341100,6
2,23,493867,23,897,2293307,4139103,11
3,39,973505,91,260,1846507,2530736,12
1,4,149668,12,344,342224,2354480,6
3,29,385941,48,280,1605778,5117137,9
2,21,533379,73,168,1033263,8639568,2
3,40,535626,40,440,820426,5139733,10
3,40,740013,93,466,1336373,12175333,14
2,9,160677,27,94,654399,3063496,10
2,10,226020,10,140,378640,1352490,1
2,21,524947,73,42,731808,1636876,4
2,22,278432,44,726,2123935,985105,9
2,12,190794,6,60,1180818,1966110,9
1,6,308508,12,480,447912,4359114,11
3,37,794525,24,1036,1344740,9148324,5
3,34,464621,90,906,878004,4720220,12
2,14,476539,56,70,801906,5051165,1
3,31,253755,103,744,907049,8406321,1
2,15,442770,67,397,941610,3689437,12
2,21,290860,42,735,1169301,4160373,10
2,15,408682,37,157,1479675,492292,9
2,19,615410,76,114,1197513,8506528,12
1,6,333948,24,372,1189200,753630,5
3,38,518902,12,278,1056045,12097895,13
3,34,306102,102,1133,1079500,2347156,13
2,23,325461,23,632,2245214,10566349,10
2,18,339660,45,612,1441044,1405917,3
2,22,696322,99,297,563101,10705816,13
3,36,682128,36,600,1759644,3744420,12
1,4,266228,36,336,506708,3458376,5
3,27,375291,72,783,1709901,5974227,1
3,28,574532,74,924,1081229,8704789,13
2,17,628617,34,756,1498660,459102,5
2,11,218625,27,269,519546,4084536,4
3,37,441064,123,814,1125429,3393023,10
3,35,420093,116,886,867533,10121825,2
1,3,217521,3,120,436224,1013064,1
2,24,788472,12,840,1927344,7249032,5
2,13,463528,26,325,780156,1842301,4
3,27,339993,18,747,1367100,3003849,6
1,1,42882,4,30,150665,293829,8
2,12,443958,12,30,471150,2075022,5
3,25,434625,33,433,532941,4413358,9
2,12,193320,54,198,761088,1774872,9
3,34,703482,56,192,1036943,10244970,5
3,27,480609,45,459,1624815,6160617,5
2,14,334362,70,406,1065477,4770458,9
3,33,638363,77,143,1259940,3395931,7
2,23,445579,23,678,1519552,5075134,2
3,27,262314,63,765,753318,7359651,10
3,25,544808,66,625,485700,5070391,4
2,7,100695,3,329,562369,1892544,11
1,4,194316,16,368,753988,1482984,6
3,40,289053,26,106,2611613,11894053,3
3,34,312120,113,861,1314156,1133050,13
3,25,520133,83,108,1528141,7265475,3
1,3,153768,30,45,301224,904299,3
2,11,162316,38,445,770566,4401402,15
3,37,598573,24,629,2319271,8037399,4
3,28,289426,28,802,1394484,4631340,8
2,11,358160,55,297,623425,1782962,9
3,25,483166,58,116,941508,2399566,15
3,36,604140,36,1152,1671228,8445492,12
3,38,854328,114,202,2457814,10560478,9
3,31,690380,82,31,1244515,1225326,1
2,8,80088,4,364,483556,3861860,8
2,12,327912,42,288,936048,1014108,12
2,17,619641,42,391,896189,1505809,12
1,6,368100,24,210,893718,2329614,8
2,15,381030,75,540,786442,4161232,11
3,35,545253,11,1120,946365,8365140,7
3,29,610256,38,609,900305,1859489,15
1,3,134751,9,171,596901,314841,13
3,26,252624,26,338,1678854,1597110,12
2,17,469778,25,807,1670777,4810269,12
2,23,639929,34,414,895631,9230555,2
2,19,583575,19,760,757881,6504118,13
2,12,394332,60,48,708702,2206614,7
3,36,550932,36,1044,681168,8170764,1
2,22,237094,22,517,1768382,6061814,14
2,23,232438,80,1104,2105937,10640214,14
3,35,475323,70,1108,1270383,11066591,10
3,38,816328,101,620,979513,10866936,1
2,23,427110,69,103,1045200,3133750,3
2,9,253165,36,238,657391,243436,13
3,31,211006,41,806,1675457,4396213,15
2,22,779031,33,990,2158519,8495014,12
3,37,650201,111,925,1213020,7770172,12
3,33,584474,11,528,1153735,7938612,13
3,39,952315,91,975,2033460,6165159,11
1,1,35006,10,93,137783,598656,9
2,22,689623,33,638,1319439,9038810,1
3,29,543991,77,696,1183335,3567473,6
2,7,184961,28,45,183858,1169406,1
2,11,294195,38,33,615202,904568,6
2,10,203745,50,195,897210,854905,5
3,36,691332,36,1152,1103328,3389676,11
1,6,184938,12,84,944598,4323678,5
3,26,492136,26,416,507026,1455280,4
3,29,546891,58,203,1658055,8170837,2
2,23,806771,23,678,1768033,7908009,14
2,17,596453,59,603,665983,1218781,9
1,3,188742,27,114,315645,1402467,14
3,37,754084,123,1134,744267,9904900,10
3,37,254880,61,160,1178659,12270939,4
1,1,59568,8,69,114770,665410,1
2,23,842720,69,92,2035695,10330266,3
3,31,409882,41,547,2015217,9365740,4
2,11,186785,16,159,724476,4065237,7
3,25,524850,83,408,1513566,4708666,6
2,17,454580,59,459,1368534,572509,10
2,16,283200,80,456,688648,2434760,1
3,33,471878,88,605,564234,9281536,5
3,30,641310,90,690,661270,1955070,6
2,22,391083,11,88,2032888,9203722,8
2,20,311010,30,250,1554720,6024880,10
2,8,162584,40,236,783348,1237960,7
2,10,338270,45,385,552105,1158850,1
2,18,493524,27,81,577053,2899413,6
2,21,484039,10,966,1872013,9343708,13
3,27,580059,90,468,857790,7536789,10
3,28,552216,56,37,835193,3430233,14
2,22,228635,66,847,986755,5711739,9
3,39,421369,117,715,1968720,11355279,6
2,19,317414,38,294,1117865,1865838,4
2,7,144452,17,119,192111,2005622,10
2,24,870768,36,816,2003856,6426636,10
2,18,673137,63,270,847692,4376439,13
2,17,411340,8,93,1227570,6916654,8
1,6,351270,54,324,360234,4872312,14
2,18,302922,36,414,721620,1269090,15
3,37,689877,37,481,2126513,11538351,9
2,9,181359,36,310,856255,4060980,7
2,9,115987,36,396,263718,1058656,3
3,26,382217,78,485,475245,4971564,13
2,19,436534,47,874,1831505,1423119,9
3,27,274311,27,477,1271412,4780800,5
3,28,660930,9,886,1249350,6731078,2
2,17,349792,34,187,1606041,4510754,5
3,39,358098,65,390,2472717,1834443,8
3,34,263568,56,1031,709228,4848320,7
1,4,122404,12,284,570664,3799224,13
3,27,291546,54,504,1188855,4145679,8
3,32,723904,64,693,815328,2990453,15
3,25,508675,25,808,1501975,7898408,5
2,22,605957,110,682,1133726,8426517,14
2,7,133136,21,108,517118,2505461,1
3,34,806638,113,759,673834,9944002,7
3,40,430333,93,826,1535266,4933240,8
3,40,855653,66,1106,2275160,7390466,12
2,22,752356,99,143,2037926,10765183,1
3,38,620476,63,658,1215670,10201442,11
3,40,700280,66,1106,2599560,2242533,6
2,7,71151,7,52,525238,2538914,14
2,17,389521,25,187,495686,7728208,10
1,4,213084,16,208,761928,3019300,14
2,19,228817,57,95,1683894,3092991,5
2,20,307600,70,190,730360,2902620,13
2,14,223692,70,616,625625,6531420,8
2,24,612780,48,120,895752,6012852,6
2,7,71246,31,182,426702,227734,12
3,29,707493,19,957,1565168,7393801,6
2,23,472857,23,253,1090855,9952686,5
1,4,124344,32,72,406368,545508,2
2,12,416490,30,366,591552,3577020,1
1,5,358485,15,465,985780,2670925,6
1,1,67815,7,12,68122,469727,12
2,14,357000,49,287,465661,2853823,13
2,7,189518,14,329,533169,2631310,12
2,21,312721,94,840,1078287,8356299,1
2,13,186680,6,416,786890,1937117,7
2,9,334381,9,207,656644,3460693,6
1,4,125168,4,120,619864,2613048,2
3,27,279396,90,99,1041192,5625720,15
2,21,641865,42,577,1495504,2309811,10
1,3,116349,21,186,259761,462159,3
3,25,529666,41,783,1413008,6875491,9
2,14,326319,42,336,1292585,757323,5
1,2,73910,18,88,130314,1307640,15
2,22,657085,66,946,1942182,9046994,8
1,1,73772,9,73,154085,155011,11
1,2,121456,4,62,331358,652084,7
3,27,479691,27,405,648189,6425010,7
2,10,166135,25,260,266465,3338265,6
3,36,654204,120,492,1449960,4565424,3
2,11,245030,38,198,1056368,4093089,12
2,20,606680,100,740,1634900,9331700,2
2,19,483730,47,446,1670556,4733973,4
2,14,436842,28,455,1170407,2826950,13
3,32,618229,74,576,1231349,6464480,3
2,10,366235,25,110,693485,2711430,12
2,18,607248,27,441,1552608,4296888,10
1,2,55422,20,110,307662,1500524,2
2,23,625427,92,943,1815240,9604156,9
2,20,591210,80,20,1800730,7758690,10
3,36,600612,120,672,2307348,3536004,1
1,4,114328,16,56,758444,897076,7
2,12,408066,60,432,445638,1769040,14
2,14,316869,49,56,764547,6416270,12
3,33,587488,55,1056,2022163,2591644,7
1,2,84820,12,24,307652,489214,14
3,38,560462,76,1254,1176809,10525544,13
3,29,668140,19,145,1817787,4720417,4
3,33,350416,99,924,893519,1639825,11
2,16,176552,40,408,420880,7228224,10
3,31,387365,10,155,1875293,9807532,12
3,40,777040,133,66,2357866,5279266,8
2,19,484785,57,503,756580,719587,5
3,25,503316,8,391,837591,7873891,9
3,37,858239,24,925,1716948,3559005,5
1,6,150912,36,600,904404,4324746,9
2,7,212387,10,45,551194,482555,15
2,13,313995,6,305,1225997,2107215,2
2,13,223028,45,273,773688,2593571,8
3,33,381887,22,594,1515547,8147227,10
3,28,385261,18,737,1766585,2071561,11
1,6,200106,6,534,771288,906642,11
3,38,644163,88,468,2485656,3796466,15
3,27,254304,63,405,609660,6506604,13
2,12,356670,24,168,1055976,3723024,6
2,7,205660,35,17,303590,814408,7
3,31,322369,20,31,1177731,8575716,1
3,27,423009,9,270,1136124,7071345,7
2,23,292399,46,1081,1931862,5239411,14
2,15,451207,75,742,899565,4152322,10
2,16,184480,24,568,1256040,4191232,8
2,13,200154,58,13,750886,6076486,8
2,19,701005,95,551,1501598,1947063,10
3,34,391306,22,476,1762571,1273560,10
3,37,784227,98,49,2104461,6409929,8
2,22,595936,44,1067,1335532,2049982,3
3,27,576720,27,252,1609407,4403367,7
3,34,632116,68,782,1062250,2481750,12
2,24,536172,60,612,1624344,1969524,2
3,33,501853,22,286,1610521,10847298,15
3,29,326733,19,367,1704301,2223256,5
1,5,210235,50,110,302105,2033020,10
2,17,566278,59,136,455889,1834410,3
2,11,155067,16,462,393057,5323554,2
2,17,451826,42,739,754774,6360652,10
1,1,52204,8,43,176279,73722,10
2,23,520041,23,80,961825,5442455,14
2,10,342670,35,480,481180,3057730,5
2,7,203259,31,276,537313,1674060,4
2,14,302001,21,700,921851,6448148,2
3,34,825735,68,850,753621,9684582,4
2,24,771120,108,780,1974096,4981260,13
3,30,704990,30,910,1594970,2012010,3
1,2,55406,12,180,339528,1211694,1
3,34,810900,11,328,1892916,6946834,13
2,13,207369,58,513,1037166,2091641,14
2,12,334182,30,300,746730,5033058,1
2,20,571100,90,800,1620910,6155130,12
3,28,285684,93,308,1757317,3992604,8
2,14,289583,7,140,643986,1507275,8
2,16,581496,8,416,467880,1847024,2
2,14,140350,49,357,1187802,2960706,2
2,19,702829,47,95,968838,3617647,3
3,35,429776,116,770,1209238,3565566,3
2,20,303860,30,550,1098420,7324690,4
3,39,900068,52,1105,874458,3975686,9
3,37,847805,111,1196,1811643,9962546,6
2,15,249637,15,337,958455,7135852,7
3,29,232705,58,696,647463,4124592,8
3,40,324373,40,813,1931720,2496160,9
3,29,636308,87,96,1291592,6912063,4
3,27,563778,63,846,715644,1984545,13
2,8,244560,36,156,538152,3639972,10
3,35,603691,35,58,1377226,11370415,8
1,6,194856,12,180,1119540,1274664,14
3,36,276252,108,804,1785060,11447712,3
3,27,541062,27,594,821727,8272872,7
1,6,376788,48,306,895056,3353424,7
2,13,166549,52,188,1296490,1850394,10
2,17,312324,8,25,1601587,3764548,4
3,40,721600,40,333,2488546,6851960,13
2,17,420019,8,374,684199,6298857,8
1,5,227385,25,480,588030,2547345,4
2,18,426834,9,558,1378530,5746473,4
3,34,623900,11,328,1722598,4332880,9
3,27,294345,36,666,817209,6128694,3
2,24,811692,120,732,870108,4008852,8
3,26,377485,26,147,508768,5989602,5
3,36,645864,72,804,2024580,1937772,5
3,25,205508,41,700,581275,1087816,14
1,4,86004,4,132,331724,3454524,2
3,26,535946,86,806,1095778,4138186,12
3,36,486276,24,924,2091384,7284756,6
3,36,267396,24,1032,1510260,11171136,4
3,31,358949,72,258,976820,4060783,3
2,20,235540,80,390,1406180,6292270,3
2,13,389584,39,201,729196,1679730,13
2,20,560210,100,260,1183450,7722500,13
3,35,671568,116,793,936156,2785930,3
2,16,589416,40,800,756960,6305536,1
3,35,248220,116,758,1396045,11303646,2
3,25,328691,33,341,868466,3547058,5
2,24,529524,108,768,1033908,6720540,7
3,34,554200,113,555,1388809,3009453,5
2,8,209168,12,304,434768,2122092,2
3,29,416662,38,667,1344739,4769630,7
3,39,426361,26,741,1434888,4893044,11
2,12,224034,18,144,614028,5499930,6
2,14,281617,14,259,1287804,3769241,14
3,35,587801,46,1143,969080,8093061,8
